city,STUSAB,HD,LO,place,name,zipcode,income_per_capita,population,under44_1,under44_2,under44_3,older65_1,older_65_2
Tehachapi,CA,1,,78092,"Tehachapi city, California",93561,18904,12753,1004,2290,2366,902,579
Temecula,CA,1,1,78120,"Temecula city, California",92591,34135,112230,10031,14834,14957,7363,4171
Tempe,AZ,2,1,73000,"Tempe city, Arizona",85252,29786,183652,45789,38454,18722,11145,7272
Temple,TX,1,1,72176,"Temple city, Texas",76502,26956,73143,6355,11270,9102,6005,5044
Terrell,TX,1,,72284,"Terrell city, Texas",75160,21175,17378,1854,2115,2490,1486,1223
Tewksbury,MA,1,,,,01876,,,,,,,
Texarkana,TX,1,1,72368,"Texarkana city, Texas",75501,26730,37277,3314,4880,4720,2678,2824
Texas City,TX,,1,72392,"Texas City city, Texas",77590,24905,47902,4134,6424,5919,3858,3309
Thatcher,AZ,1,,73420,"Thatcher town, Arizona",85552,21679,5030,973,425,672,390,232
The Colony,TX,1,,72530,"The Colony city, Texas",75056,41956,42215,3278,8595,6779,2228,751
The Dalles,OR,1,,72950,"The Dalles city, Oregon",97058,24254,15320,1239,2045,1795,1609,1453
Thibodaux,LA,,1,75425,"Thibodaux city, Louisiana",70301,24916,14515,2636,2131,1407,1148,1249
Thomaston,GA,1,,76168,"Thomaston city, Georgia",30286,18669,8802,1009,1148,1016,688,739
Thomaston,ME,,1,76330,"Thomaston CDP, Maine",04841,27780,2018,115,213,280,284,180
Thornton,CO,2,,77290,"Thornton city, Colorado",80023,31291,134588,10585,21948,20710,7892,3915
Thousand Oaks,CA,1,1,78582,"Thousand Oaks city, California",91320,50747,128481,10574,12686,14950,13113,10351
Three Rivers,MI,1,,79760,"Three Rivers city, Michigan",49093,17887,7680,802,1411,762,548,406
Tiffin,OH,,1,76778,"Tiffin city, Ohio",44883,21229,17599,3285,1992,1703,1593,1386
Tigard,OR,1,1,73650,"Tigard city, Oregon",97223,39040,52368,4043,8486,7568,4491,3130
Tilton,NH,1,1,77100,"Tilton Northfield CDP, New Hampshire",03276,25985,3156,173,412,342,305,380
Titusville,FL,1,1,71900,"Titusville city, Florida",32780,25482,45483,3176,5722,4557,5337,5131
Toccoa,GA,1,,76756,"Toccoa city, Georgia",30577,18808,8274,945,1147,646,796,462
Toledo,OH,3,3,77000,"Toledo city, Ohio",43551,21949,278193,29965,43402,32030,22159,16552
Tomball,TX,,1,73316,"Tomball city, Texas",77375,35732,11644,900,1450,1662,930,1275
Toms River,NJ,1,1,69510,"South Toms River borough, New Jersey",08723,21463,3748,438,487,526,107,160
Tooele,UT,1,,76680,"Tooele city, Utah",84074,23593,33805,3320,5173,4965,1863,1365
Topeka,KS,1,1,71000,"Topeka city, Kansas",66604,27145,126877,11924,17983,14795,11620,9641
Topsham,ME,1,,76925,"Topsham CDP, Maine",04086,36606,6103,358,925,596,788,806
Torrance,CA,1,,80000,"Torrance city, California",90505,43272,146392,10804,18777,19268,12625,11863
Torrington,,,1,,,,,,,,,,
Totowa,NJ,1,,73140,"Totowa borough, New Jersey",07512,41998,10828,958,1559,1199,1198,953
Tracy,CA,1,,80238,"Tracy city, California",95304,29910,88806,9140,11048,13265,4743,2770
Traverse City,MI,1,1,80340,"Traverse City city, Michigan",49684,36550,15474,1276,2257,1835,1924,1353
Trevose,PA,,1,77456,"Trevose CDP, Pennsylvania",19020,32500,3716,493,662,444,295,184
Trotwood,OH,,1,77504,"Trotwood city, Ohio",45315,21023,24361,2141,2797,2547,2693,2260
Troutdale,OR,1,,74850,"Troutdale city, Oregon",97060,29838,16559,1299,2775,2401,1065,622
Troy,,,1,,,,,,,,,,
Troy,MI,1,,57660,"New Troy CDP, Michigan",48084,18061,738,80,53,114,39,16
Trumbull,CT,1,,77270,"Trumbull CDP, Connecticut",06611,51194,36174,2711,2935,4604,3295,3497
Trussville,AL,1,,76944,"Trussville city, Alabama",35173,38926,21721,987,2315,2922,1996,1520
Tucson,AZ,5,,77035,"Tucson Estates CDP, Arizona",85705,25098,11758,881,946,1130,1656,1914
Tukwila,WA,1,1,72625,"Tukwila city, Washington",98188,30996,20198,1888,3850,3207,1415,746
Tulare,CA,1,1,80644,"Tulare city, California",93274,20186,62838,6960,9830,7523,3391,2311
Tullahoma,TN,,1,75320,"Tullahoma city, Tennessee",37360,26347,19669,1700,2144,2384,1873,1793
Tulsa,OK,4,3,75000,"Tulsa city, Oklahoma",74120,29764,402223,39459,62508,49738,31429,23775
Tumwater,WA,1,,72905,"Tumwater city, Washington",98512,32850,22500,1913,4071,2746,1849,1291
Tupelo,MS,,1,74840,"Tupelo city, Mississippi",38804,26941,38270,3408,5325,4775,3115,2626
Turlock,CA,1,1,80812,"Turlock city, California",95328,26852,72335,7129,10664,9524,5430,3995
Tuscaloosa,AL,1,1,77256,"Tuscaloosa city, Alabama",35404,25364,98881,24644,14635,10000,6598,4963
Tustin,CA,1,1,52379,"North Tustin CDP, California",92606,66999,24736,1813,1530,2683,3402,2421
Twin Falls,ID,1,1,82810,"Twin Falls city, Idaho",83301,23857,48225,4316,7806,5962,3631,2887
Tyler,TX,1,1,74144,"Tyler city, Texas",75701,27460,103721,13611,16140,10627,8134,7688
Ukiah,CA,1,,81134,"Ukiah city, California",95482,25857,15946,1397,2398,1922,1236,1122
Uncasville,CT,1,,,,06382,,,,,,,
Union,NJ,1,1,74540,"Union Beach borough, New Jersey",07083,31920,5549,711,502,488,331,276
Union City,CA,1,1,81204,"Union City city, California",94587,38484,74601,6100,13251,10506,6902,4571
Union City,TN,,1,75940,"Union City city, Tennessee",38261,20218,10478,799,1158,1362,1191,780
Uniontown,PA,1,1,72552,"South Uniontown CDP, Pennsylvania",15401,25966,1415,48,256,173,117,119
University Park,FL,1,,73287,"University Park CDP, Florida",34201,23250,26317,4842,3210,2878,2179,2900
Upland,CA,2,,81344,"Upland city, California",91784,32777,76382,7710,10919,9309,6280,4872
Upper Marlboro,MD,1,,79875,"Upper Marlboro town, Maryland",20772,42449,689,41,85,125,49,34
Urbandale,IA,1,,79950,"Urbandale city, Iowa",50322,43692,42881,2406,5677,5705,3566,2395
Utica,MI,1,,81540,"Utica city, Michigan",48315,31758,4945,488,706,606,467,497
Vacaville,CA,1,1,81554,"Vacaville city, California",95687,33780,97943,8736,15057,12543,7814,5475
Valdosta,GA,1,1,78800,"Valdosta city, Georgia",31601,22643,56074,11483,9061,5954,3456,2577
Vallejo,CA,1,1,81666,"Vallejo city, California",94591,29885,120977,11578,18049,15073,11516,6922
Valley Stream,NY,1,,53748,"North Valley Stream CDP, New York",11581,36573,19202,1547,3036,2153,1898,1295
Valparaiso,IN,1,,78326,"Valparaiso city, Indiana",46383,31668,32916,4836,4864,3814,2970,2696
Van Nuys,CA,1,,,,91406,,,,,,,
Vancouver,WA,2,,74060,"Vancouver city, Washington",98665,31352,178413,15889,28553,23797,15930,11365
Vauxhall,NJ,1,,,,07088,,,,,,,
Venice,FL,1,,68100,"South Venice CDP, Florida",34293,35703,14419,831,1107,1279,2528,2314
Ventura,CA,,1,65042,"San Buenaventura (Ventura) city, California",93003,36359,110234,9070,15949,13868,9798,7783
Vernal,UT,,1,80090,"Vernal city, Utah",84078,21516,10653,1007,1848,1333,616,506
Vernon Hills,IL,1,,77694,"Vernon Hills village, Illinois",60061,48541,26259,1646,3217,3872,2092,1385
Vero Beach,FL,1,1,74150,"Vero Beach city, Florida",32966,44018,16558,1217,1552,1446,2712,1876
Vestal,NY,,1,,,13850,,,,,,,
Vicksburg,MS,1,,76720,"Vicksburg city, Mississippi",39180,19911,22706,1930,2859,3015,1971,1281
Victor,NY,1,,77376,"Victor village, New York",14564,38623,2733,183,290,369,314,204
Victoria,TX,1,1,75432,"Victoria Vera CDP, Texas",77904,,112,0,59,0,0,0
Victorville,CA,2,1,82590,"Victorville city, California",92394,18945,121861,11197,19084,15645,6897,4365
Vidalia,GA,,1,79388,"Vidalia city, Georgia",30436,27281,10473,905,1759,1065,835,908
Vienna,WV,1,1,83500,"Vienna city, West Virginia",26105,33449,10446,990,1113,1098,1319,1122
Villa Rica,GA,1,,79528,"Villa Rica city, Georgia",30180,27276,15124,1513,2082,2328,977,397
Vincennes,IN,,1,79208,"Vincennes city, Indiana",47591,20190,17607,3235,2091,2040,1373,1247
Vineland,NJ,1,,76070,"Vineland city, New Jersey",08360,25800,60357,5958,7469,7531,5794,3895
Virginia Beach,VA,3,2,82000,"Virginia Beach city, Virginia",23452,36268,450135,43727,74872,58203,35224,24310
Visalia,CA,1,,82954,"Visalia city, California",93277,26458,131066,12394,19350,16554,8828,6412
Vista,CA,1,1,82996,"Vista city, California",92081,26464,100108,11597,16889,12876,5540,4136
Voorhees,NJ,,1,76250,"Voorhees CDP, New Jersey",08043,34418,1692,217,440,208,58,72
W. Jefferson,NC,,1,,,28694,,,,,,,
Waco,TX,2,1,76000,"Waco city, Texas",76705,21412,133964,27033,18307,14615,8438,7251
Wadsworth,OH,1,1,80304,"Wadsworth city, Ohio",44281,32522,23155,1641,3114,3090,1992,2117
Waipahu,HI,,1,79700,"Waipahu CDP, Hawaii",96797,23601,40427,4221,5910,4966,3226,3871
Waite Park,MN,1,,67612,"Waite Park city, Minnesota",56387,23804,7623,1426,1176,577,626,597
Wake Forest,NC,1,1,70540,"Wake Forest town, North Carolina",27587,36984,40159,2658,4459,6449,2676,1526
Waldorf,MD,1,1,81175,"Waldorf CDP, Maryland",20601,38217,74587,6807,10802,10718,4411,2194
Walker,MI,1,,83020,"Walkerville village, Michigan",49544,14472,225,15,26,35,19,12
Wallingford,CT,1,1,78880,"Wallingford Center CDP, Connecticut",06492,36496,18322,1760,2142,2624,1739,1674
Waltham,MA,1,,72600,"Waltham city, Massachusetts",02451,41107,62979,11319,12348,7998,4555,4050
Wapakoneta,OH,,1,80766,"Wapakoneta city, Ohio",45895,25956,9732,901,1430,1100,945,688
Wappingers Falls,NY,1,,78168,"Wappingers Falls village, New York",12590,29786,5663,678,1106,655,246,544
Ware,MA,,1,78410,"West Wareham CDP, Massachusetts",01082,35746,2173,77,171,202,524,295
Wareham,MA,,1,78410,"West Wareham CDP, Massachusetts",02579,35746,2173,77,171,202,524,295
Warner Robins,GA,1,1,80508,"Warner Robins city, Georgia",31093,26098,74762,6898,13383,9922,4548,3752
Warren,,,1,,,,,,,,,,
Warren,MI,1,1,84000,"Warren city, Michigan",48089,24723,135192,11974,18934,15886,11322,10279
Warren,OH,1,,80990,"Warrensville Heights city, Ohio",44484,21513,13258,1338,1822,1162,1276,1071
Warrensburg,MO,,1,77092,"Warrensburg city, Missouri",64093,21759,20025,6714,3022,1786,977,1108
Warrenton,OR,1,,78900,"Warrenton city, Oregon",97146,26562,5453,427,850,697,581,328
Warrenton,VA,1,,83136,"Warrenton town, Virginia",20186,39457,9873,979,893,1352,1053,820
Warrington,PA,1,,,,18976,,,,,,,
Warsaw,IN,,1,80306,"Warsaw city, Indiana",46581-0197,26897,15062,1907,2678,1731,894,1067
Warwick,RI,1,2,74300,"Warwick city, Rhode Island",02818,37795,81079,5958,10939,9340,9133,6950
Washington,DC,1,,50000,"Washington city, District of Columbia",20018,53321,684498,75780,159716,99176,46920,34792
Washington,MO,,1,77416,"Washington city, Missouri",63090,30199,13987,988,1701,1785,1236,1402
Washington,NC,,1,71240,"Washington Park town, North Carolina",27889,39770,584,42,19,49,58,69
Washington,PA,1,1,00104,"Aaronsburg CDP (Washington County), Pennsylvania",15301,14375,123,0,47,6,19,14
Washington,UT,1,,81960,"Washington city, Utah",84780,30612,25395,1857,3784,2879,2435,1791
Washington Court House,OH,1,,81718,"Washington Court House city, Ohio",43160,23391,14135,953,1870,1604,1465,1076
Wasilla,AK,1,1,83080,"Wasilla city, Alaska",99654,28272,9675,739,1299,1241,691,604
Watchung,NJ,1,,77600,"Watchung borough, New Jersey",07069,62885,6034,433,401,829,524,812
Waterbury,CT,1,,80000,"Waterbury city, Connecticut",06708,22751,108672,10988,15961,13582,7370,6738
Waterford,CT,1,1,80210,"Waterford CDP, Connecticut",06385,31837,2796,82,521,267,259,434
Waterloo,IA,1,1,82425,"Waterloo city, Iowa",50701,26617,68134,7020,9509,8223,5833,4822
Watertown,MA,1,,73440,"Watertown Town city, Massachusetts",02472,54143,35103,2241,7564,5458,3125,2458
Watertown,NY,1,,78608,"Watertown city, New York",13601,23146,26057,3044,5641,2815,1569,1597
Waterville,ME,1,,80740,"Waterville city, Maine",04901,27102,16515,2773,1410,2117,1448,1847
Watsonville,CA,1,,83668,"Watsonville city, California",95076,19930,53616,6419,8026,6823,2730,2389
Waukegan,IL,1,,79293,"Waukegan city, Illinois",60085,21869,87571,10685,12769,12254,5051,2953
Waukesha,WI,1,,84250,"Waukesha city, Wisconsin",53186,32286,72382,9001,11049,9658,5239,4428
Wausau,WI,1,,84475,"Wausau city, Wisconsin",54401,28217,38801,3575,5505,4462,3387,3541
Wauwatosa,WI,1,1,84675,"Wauwatosa city, Wisconsin",53222,43657,47882,2534,8684,6235,3745,4268
Waveland,MS,,1,78200,"Waveland city, Mississippi",39576,23603,6358,585,627,937,700,320
Waxahachie,TX,1,1,76816,"Waxahachie city, Texas",75165,27747,34285,3750,5424,4043,2580,1792
Waxhaw,NC,,1,71460,"Waxhaw town, North Carolina",28173,38904,14383,997,1030,2654,790,345
Waynesboro,VA,1,1,83680,"Waynesboro city, Virginia",22980,25421,21926,1656,3014,2752,2125,1884
Weatherford,TX,1,1,76864,"Weatherford city, Texas",76086,30159,29739,2828,3940,3814,2776,2356
Weaverville,NC,,1,71560,"Weaverville town, North Carolina",28737,39039,3887,219,389,392,711,569
Webster,TX,1,1,76948,"Webster city, Texas",77598,27359,11165,1672,2612,1367,460,546
Wenatchee,WA,1,1,20155,"East Wenatchee city, Washington",98801,23648,13817,1524,1877,1456,1072,931
Wentzville,MO,1,1,78442,"Wentzville city, Missouri",63385,31872,37485,2458,5102,6706,2283,1448
Weslaco,TX,1,,77272,"Weslaco city, Texas",78599,18859,39871,3629,5476,4340,2796,2847
West Allis,WI,1,,85300,"West Allis city, Wisconsin",53227,28102,60250,3455,11697,8212,5050,4096
West Bend,WI,1,,85350,"West Bend city, Wisconsin",53095,31118,31649,2497,3904,4559,2714,2816
West Berlin,NJ,1,,,,08091,,,,,,,
West Bountiful,UT,,1,82840,"West Bountiful city, Utah",84010,31965,5578,561,643,688,644,112
West Branch,MI,1,,85580,"West Branch city, Michigan",48661,19100,2256,106,360,223,279,363
West Bridgewater,MA,,1,,,02379,,,,,,,
West Chester,OH,1,1,58149,"Olde West Chester CDP, Ohio",45004,22755,357,38,50,8,16,16
West Columbia,SC,,1,75850,"West Columbia city, South Carolina",29603,29295,17296,1648,3194,2002,1893,1542
West Covina,CA,1,,84200,"West Covina city, California",91792,28474,107242,10601,15524,13947,9077,6959
West Des Moines,IA,1,2,83910,"West Des Moines city, Iowa",50266,44527,64400,4905,11976,8852,4778,3525
West Hartford,CT,1,,82660,"West Hartford CDP, Connecticut",06110,54601,63127,5105,7756,7493,5505,5806
West Hazleton,PA,,1,83136,"West Hazleton borough, Pennsylvania",18202,20764,4496,581,942,535,265,353
West Hills,CA,1,,,,91307,,,,,,,
West Jordan,UT,1,1,82950,"West Jordan city, Utah",84088,26841,113089,10285,17695,16711,5903,2409
West Lebanon,NH,1,,,,03784,,,,,,,
West Long Branch,NJ,1,,79310,"West Long Branch borough, New Jersey",07764,39709,7917,1734,754,717,661,476
West Melbourne,FL,1,,76500,"West Melbourne city, Florida",32904,31394,21471,1685,2351,2467,2258,1991
West Mifflin,PA,1,1,83512,"West Mifflin borough, Pennsylvania",15122,29916,19946,1448,2487,2306,2231,1943
West Nyack,NY,1,,80599,"West Nyack CDP, New York",10994,58063,3876,415,144,256,475,354
West Palm Beach,FL,3,,76600,"West Palm Beach city, Florida",33401,32502,108365,11027,16840,14259,10664,9408
West Park,FL,1,,76658,"West Park city, Florida",33023,18939,14924,1656,2266,2096,814,691
West Roxbury,MA,1,,,,02132,,,,,,,
West Sacramento,CA,1,1,84816,"West Sacramento city, California",95605,29415,52826,5028,8302,7691,3608,2075
West Seneca,NY,1,,80907,"West Seneca CDP, New York",14224,34278,45332,3200,6400,4766,4960,4348
West Springfield,MA,1,,77890,"West Springfield Town city, Massachusetts",01089,31135,28666,2759,4017,3211,2201,2114
West St. Paul,MN,,1,69700,"West St. Paul city, Minnesota",55118,29974,19750,1950,2984,2340,1680,1419
West Valley City,UT,1,1,83470,"West Valley City city, Utah",84120,21304,135985,12957,22730,19258,7152,3983
Westampton,NJ,1,,,,08060,,,,,,,
Westbury,NY,1,,79444,"Westbury village, New York",11590,41548,15320,1290,2434,2067,1527,1108
Westerly,RI,1,,76820,"Westerly CDP, Rhode Island",02891,37768,17435,1714,1956,1920,1822,1609
Westerville,OH,1,,83342,"Westerville city, Ohio",43082,39837,39242,3428,4157,4752,4638,2838
Westfield,MA,1,,76030,"Westfield city, Massachusetts",01085,31186,41599,7076,4130,4919,3940,2872
Westland,MI,,1,86000,"Westland city, Michigan",48187,27446,82120,7050,11881,9981,7545,6155
Westminster,CA,1,,84550,"Westminster city, California",92683,27603,91417,7616,11960,12021,8615,7566
Westminster,CO,1,2,83835,"Westminster city, Colorado",80021,36855,112747,9844,18436,15709,8834,5251
Westminster,MD,1,1,83100,"Westminster city, Maryland",21157,31271,18553,2971,2490,1946,1139,1635
Wetumpka,AL,,1,81720,"Wetumpka city, Alabama",Alabama,25864,8117,956,1178,1252,719,571
Weymouth,,,1,,,,,,,,,,
Wheelersburg,OH,,1,84588,"Wheelersburg CDP, Ohio",45662,31268,5996,377,850,605,626,779
Wheeling,WV,,1,86452,"Wheeling city, West Virginia",26003,28915,27190,2212,3077,3203,3075,2922
White Lake,MI,1,1,,,48386,,,,,,,
White Settlement,TX,1,,78544,"White Settlement city, Texas",76108,23937,17396,1670,2459,2350,1276,1104
Whitehall,PA,1,1,84512,"Whitehall borough, Pennsylvania",18052,34988,13759,667,1759,1577,1389,1720
Whiteville,NC,,1,73660,"Whiteville city, North Carolina",28472,19380,5450,324,477,622,795,477
Whittier,CA,1,,21292,"East Whittier CDP, California",90606,29850,10391,1216,1387,1185,662,859
Wichita,KS,2,3,79000,"Wichita city, Kansas",67101,27723,389563,38994,58016,45921,30860,22051
Wichita Falls,TX,1,1,79000,"Wichita Falls city, Texas",76308,23328,104494,15788,16179,12141,7033,6549
Wilbraham,MA,1,,79705,"Wilbraham CDP, Massachusetts",01095,50000,3385,212,161,212,396,561
Wildwood,FL,,1,77675,"Wildwood city, Florida",34785,22762,6557,438,809,633,997,891
Wilkes Barre,PA,,1,,,18711,,,,,,,
Wilkes-Barre,PA,1,,85152,"Wilkes-Barre city, Pennsylvania",18702,19330,40847,6010,5684,4399,3217,3255
Wilkesboro,NC,,1,74020,"Wilkesboro town, North Carolina",28697,22099,3505,381,432,299,408,521
Williamsburg,VA,1,,86160,"Williamsburg city, Virginia",23188,29203,14788,5888,1763,850,1216,979
Williamsville,NY,1,,82084,"Williamsville village, New York",14221,38321,5247,432,652,664,659,605
Williston,VT,1,,,,05495,,,,,,,
Willmar,MN,1,,70420,"Willmar city, Minnesota",56201,23744,19618,2173,2711,2320,1587,1599
Willoughby,OH,,1,85484,"Willoughby city, Ohio",44094,33930,22770,1367,3737,2274,2199,2436
Willow Grove,PA,1,,85408,"Willow Grove CDP, Pennsylvania",19090,34962,14800,1209,1938,2018,1215,1073
Wilmington,,,1,,,,,,,,,,
Wilmington,DE,1,,77580,"Wilmington city, Delaware",19802,29706,70904,6199,12092,9144,5380,3642
Wilmington,NC,2,3,74440,"Wilmington city, North Carolina",28403,30923,118094,20305,16774,13719,11052,7758
Wilson,NC,,1,74580,"Wilson's Mills town, North Carolina",27896,17253,2552,321,302,343,113,39
Winchester,KY,,1,83676,"Winchester city, Kentucky",40391-1876,24486,18413,1534,2521,2416,1644,1269
Winchester,TN,1,,81080,"Winchester city, Tennessee",37398,29569,8578,554,1044,972,972,938
Winchester,VA,1,2,86720,"Winchester city, Virginia",22601,29727,27789,3019,3657,3274,2443,1898
Winder,GA,1,,83420,"Winder city, Georgia",30680,21537,15827,1667,1760,2569,1390,872
Windham,ME,1,1,72900,"South Windham CDP, Maine",04062,15652,1113,73,417,205,66,49
Windsor,CA,1,,82667,"View Park-Windsor Hills CDP, California",95492,49423,11580,739,1227,1321,1242,1248
Winston Salem,NC,2,,,,27103,,,,,,,
Winter Garden,FL,,1,78250,"Winter Garden city, Florida",34787-3525,32665,42263,3706,5620,6306,3362,1941
Winter Haven,FL,1,1,78275,"Winter Haven city, Florida",33880,24098,39615,3040,5015,4158,5048,4377
Wisconsin Rapids,WI,1,,88200,"Wisconsin Rapids city, Wisconsin",54494,23184,17842,1317,2491,2003,1633,2051
Wise,VA,,1,87072,"Wise town, Virginia",24293,36006,3047,412,455,124,294,208
Woburn,MA,,1,81035,"Woburn city, Massachusetts",01801,41743,40298,3316,5988,5418,3312,3312
Wood Village,OR,,1,83950,"Wood Village city, Oregon",97060,23086,4036,322,781,449,171,117
Woodbridge,NJ,1,1,81950,"Woodbridge CDP, New Jersey",07095,36320,19190,1266,3111,3070,1287,1146
Woodbridge,VA,1,,87312,"Woodbridge CDP, Virginia",22192,51475,4400,231,593,647,442,103
Woodbury,MN,1,,71428,"Woodbury city, Minnesota",55125,48583,68686,5027,8547,9833,4858,2827
Woodhaven,MI,1,1,88380,"Woodhaven city, Michigan",48183,32677,12551,819,1594,1557,1657,658
Woodland,CA,1,,86380,"Woodlands CDP, California",95776,70736,1743,0,133,78,530,275
Woodland Hills,CA,1,,,,91367,,,,,,,
Woodridge,IL,1,,83245,"Woodridge village, Illinois",60517,40768,33493,2849,5253,4555,2805,895
