NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state,place
"Blodgett village, Missouri",192,25,16,25,17,2,12032,,,,,,29,06346
"Foley city, Missouri",122,7,14,24,1,4,12934,,,,,,29,24886
"Whiteside village, Missouri",60,0,14,0,8,7,23897,,,,,,29,79558
"Morrisville town, Missouri",419,60,48,29,43,53,22263,,,,,,29,50078
"De Kalb town, Missouri",210,14,41,24,12,10,27165,,,,,,29,18946
"Loch Lloyd village, Missouri",649,31,40,22,160,78,129236,,,,,,29,43468
"Rushville town, Missouri",250,12,12,30,11,17,19706,,,,,,29,63596
"Plattsburg city, Missouri",2304,281,125,347,232,187,26815,,,,,,29,58250
"Lamar Heights city, Missouri",198,5,34,23,12,13,26508,,,,,,29,40430
"Pierpont village, Missouri",69,1,1,4,20,14,31780,,,,,,29,57512
"Pineville city, Missouri",811,51,87,129,51,62,26706,,,,,,29,57818
"Southwest City town, Missouri",1238,105,110,162,72,41,17601,,,,,,29,69230
"Ozark city, Missouri",19418,1930,2944,2815,1480,1015,24740,,,,,,29,55766
"Gasconade city, Missouri",329,6,21,44,19,13,14882,,,,,,29,26578
"Owensville city, Missouri",2580,216,334,298,214,308,18881,,,,,,29,55640
"Kingdom City village, Missouri",170,17,20,27,17,18,20248,,,,,,29,38792
"Steelville city, Missouri",1888,253,216,171,168,156,15233,,,,,,29,70576
"Hermitage city, Missouri",769,48,131,98,74,106,20109,,,,,,29,31780
"Big Lake village, Missouri",102,0,0,2,34,7,37048,,,,,,29,05495
"St. Clair city, Missouri",4693,392,1009,315,310,442,21400,,,,,,29,64136
"Ash Grove city, Missouri",1634,168,159,162,139,177,20618,,,,,,29,02188
"Huntley CDP, Montana",471,9,61,67,17,26,30241,,,,,,30,38200
"Laurel city, Montana",6849,437,935,946,485,696,26739,,,,,,30,42700
"Gildford CDP, Montana",158,3,4,14,16,33,21936,,,,,,30,30700
"Eureka town, Montana",1405,45,121,84,254,231,20475,,,,,,30,24850
"Troy city, Montana",687,7,41,44,176,138,23512,,,,,,30,75025
"Miles City city, Montana",8576,756,1206,942,806,744,28795,,,,,,30,49525
"Joliet town, Montana",475,66,37,50,69,39,21210,,,,,,30,39700
"Wisdom CDP, Montana",96,0,12,3,25,19,53317,,,,,,30,81250
"Fox Lake CDP, Montana",79,13,5,16,6,9,42318,,,,,,30,29087
"Brockton town, Montana",224,23,60,26,14,3,12730,,,,,,30,10000
"Black Eagle CDP, Montana",1027,16,130,115,174,54,23102,,,,,,30,07150
"Malmstrom AFB CDP, Montana",4116,1263,1040,441,0,0,19331,,,,,,30,47275
"Camp Three CDP, Montana",177,3,10,20,39,8,28039,,,,,,30,11995
"Malta city, Montana",2090,128,182,195,302,287,20852,,,,,,30,47425
"Old Agency CDP, Montana",88,3,10,8,3,4,7409,,,,,,30,55260
"Toston CDP, Montana",79,0,0,16,23,19,40599,,,,,,30,74500
"Hysham town, Montana",293,30,9,18,52,37,27663,,,,,,30,38350
"Kicking Horse CDP, Montana",74,0,7,17,8,19,34776,,,,,,30,40580
"Kings Point CDP, Montana",113,0,0,39,43,0,44835,,,,,,30,40725
"Ovando CDP, Montana",73,4,1,4,13,5,16971,,,,,,30,56125
"Havre city, Montana",9762,1131,1349,1108,722,674,23716,,,,,,30,35050
"Libby city, Montana",2663,267,292,257,265,375,23464,,,,,,30,43450
"Lima town, Montana",147,4,11,0,23,38,23663,,,,,,30,43525
"Broadus town, Montana",509,75,61,66,52,75,27558,,,,,,30,09700
"Colstrip city, Montana",2446,88,191,242,139,9,27325,,,,,,30,16525
"Cut Bank city, Montana",3007,98,468,348,163,207,21913,,,,,,30,18775
"Starr School CDP, Montana",292,7,22,69,13,21,6159,,,,,,30,70825
"Helena Valley Northeast CDP, Montana",3201,182,219,295,308,533,36836,,,,,,30,35628
"Ennis town, Montana",925,24,166,167,152,115,27484,,,,,,30,24475
"Woods Bay CDP, Montana",800,68,40,65,166,65,35286,,,,,,30,81700
"De Borgia CDP, Montana",70,0,0,0,37,0,18306,,,,,,30,19675
"Winnett town, Montana",165,2,6,24,22,21,21207,,,,,,30,81100
"Twin Bridges town, Montana",305,9,22,21,63,37,23162,,,,,,30,75475
"Beaver Creek CDP, Montana",384,42,48,30,26,1,28239,,,,,,30,04575
"Hingham town, Montana",100,0,13,0,26,10,26831,,,,,,30,36400
"Saddle Butte CDP, Montana",55,2,0,0,16,3,60920,,,,,,30,65065
"Big Sky CDP, Montana",3098,321,793,498,197,15,42836,,,,,,30,06325
"Four Corners CDP, Montana",4336,206,557,934,234,171,40681,,,,,,30,28862
"West Yellowstone town, Montana",1016,132,111,176,141,17,25250,,,,,,30,79525
"Jefferson City CDP, Montana",521,18,55,42,31,19,25541,,,,,,30,39400
"Lewistown Heights CDP, Montana",559,58,57,41,47,87,20059,,,,,,30,43400
"White Sulphur Springs city, Montana",939,34,79,119,126,108,22360,,,,,,30,80050
"Helena city, Montana",31212,3457,3963,3622,3688,2256,33107,,,,,,30,35600
"Heart Butte CDP, Montana",571,79,57,57,30,8,11943,,,,,,30,35350
"Hays CDP, Montana",996,139,110,82,50,34,10455,,,,,,30,35275
"Hamilton city, Montana",4628,363,545,636,675,522,21685,,,,,,30,33775
"Stevensville town, Montana",2163,174,298,232,161,222,23020,,,,,,30,71200
"Coram CDP, Montana",439,24,36,49,65,19,32477,,,,,,30,17500
"Hungry Horse CDP, Montana",575,9,31,64,126,86,17450,,,,,,30,38125
"Gardiner CDP, Montana",971,106,126,124,56,51,31261,,,,,,30,29950
"Wilsall CDP, Montana",322,0,18,62,57,27,27079,,,,,,30,80875
"Jordan town, Montana",473,74,36,39,52,52,25062,,,,,,30,39925
"Anaconda-Deer Lodge County, Montana",9100,733,896,1118,1188,831,25742,,,,,,30,01675
"Baker city, Montana",1727,123,236,209,102,153,30566,,,,,,30,03475
"Bozeman city, Montana",45121,12625,8546,5498,2390,1690,30268,,,,,,30,08950
"Manhattan town, Montana",1506,69,118,248,106,146,28321,,,,,,30,47575
"Sidney city, Montana",6475,617,917,906,514,327,31348,,,,,,30,67900
"West Glendive CDP, Montana",1803,127,281,131,210,82,35952,,,,,,30,79086
"Chinook city, Montana",944,36,103,91,117,149,28333,,,,,,30,14575
"Lodge Grass town, Montana",419,44,63,33,26,7,8213,,,,,,30,44275
"Pryor CDP, Montana",557,32,70,51,48,19,14597,,,,,,30,59950
"Park City CDP, Montana",746,59,48,60,102,83,30793,,,,,,30,56575
"Billings city, Montana",109431,9689,17110,13150,9749,8226,32966,,,,,,30,06550
"Lockwood CDP, Montana",7479,596,1084,1088,562,288,27122,,,,,,30,44200
"Basin CDP, Montana",237,12,15,33,29,21,23888,,,,,,30,04150
"Montana City CDP, Montana",2796,181,174,293,269,133,39530,,,,,,30,51175
"Fort Smith CDP, Montana",107,0,0,22,0,32,22247,,,,,,30,28650
"Reed Point CDP, Montana",277,26,37,28,52,19,18261,,,,,,30,61900
"Shepherd CDP, Montana",595,58,55,117,36,0,24875,,,,,,30,67525
"Worden CDP, Montana",668,61,8,18,44,53,30065,,,,,,30,81925
"Fort Shaw CDP, Montana",125,0,16,0,31,36,40325,,,,,,30,28600
"Sunburst town, Montana",276,17,24,42,33,28,38826,,,,,,30,72175
"Evergreen CDP, Montana",7907,649,952,816,814,409,25095,,,,,,30,25075
"Melstone town, Montana",101,0,8,7,31,13,15520,,,,,,30,49000
"Battle Mountain CDP, Nevada",3317,300,322,322,246,275,32247,,,,,,32,04900
"Dayton CDP, Nevada",9508,752,1304,1292,1175,527,28474,,,,,,32,17500
"Yerington city, Nevada",3103,184,403,322,361,285,20311,,,,,,32,85400
"Fallon city, Nevada",8330,787,1337,1009,684,454,23200,,,,,,32,24100
"Kingsbury CDP, Nevada",2122,58,109,233,367,134,46134,,,,,,32,38000
"Stateline CDP, Nevada",969,121,294,149,21,37,23816,,,,,,32,69200
"McDermitt CDP, Nevada",213,0,0,0,91,0,23346,,,,,,32,44000
"Carson City, Nevada",54467,4328,6623,6195,6235,4432,29767,,,,,,32,09700
"Lovelock city, Nevada",1806,98,210,208,187,94,21723,,,,,,32,43000
"Littleton CDP, New Hampshire",4604,274,594,750,444,299,28417,,,,,,33,42500
"Jaffrey CDP, New Hampshire",2614,260,359,215,384,158,30791,,,,,,33,38420
"Conway CDP, New Hampshire",3838,78,613,460,376,250,26232,,,,,,33,14580
"Wolfeboro CDP, New Hampshire",2870,152,236,187,361,790,43179,,,,,,33,86340
"Exeter CDP, New Hampshire",9070,542,1517,808,1054,713,43428,,,,,,33,25300
"West Swanzey CDP, New Hampshire",1150,85,184,188,43,199,23573,,,,,,33,83700
"Winchester CDP, New Hampshire",2199,106,382,231,148,69,20252,,,,,,33,85460
"Farmington CDP, New Hampshire",4451,689,518,548,342,188,25675,,,,,,33,25940
"Rochester city, New Hampshire",30661,2417,4062,4052,3180,2309,30996,,,,,,33,65140
"Hillsborough CDP, New Hampshire",1735,25,280,226,265,191,26608,,,,,,33,36020
"Pittsfield CDP, New Hampshire",1586,205,267,154,111,44,19912,,,,,,33,61860
"Antrim CDP, New Hampshire",1232,101,112,166,120,125,26609,,,,,,33,01620
"Hinsdale CDP, New Hampshire",1524,192,183,158,260,19,25370,,,,,,33,36580
"Marlborough CDP, New Hampshire",1112,128,154,152,98,112,43836,,,,,,33,45380
"Hanover CDP, New Hampshire",8591,3942,1040,438,392,666,45383,,,,,,33,33780
"Plymouth CDP, New Hampshire",3163,1563,183,150,192,29,24878,,,,,,33,62580
"Laconia city, New Hampshire",16342,1548,2108,1394,2057,1509,33443,,,,,,33,40180
"Suncook CDP, New Hampshire",5111,322,718,771,405,337,31166,,,,,,33,75140
"Gorham CDP, New Hampshire",1460,58,135,155,174,166,40225,,,,,,33,30180
"Meredith CDP, New Hampshire",1632,93,392,119,159,101,22537,,,,,,33,47060
"Newport CDP, New Hampshire",5019,499,427,652,562,314,26458,,,,,,33,52500
"Bristol CDP, New Hampshire",1916,286,280,208,165,109,23919,,,,,,33,07620
"Enfield CDP, New Hampshire",1666,154,240,311,102,132,33714,,,,,,33,24260
"North Conway CDP, New Hampshire",2284,242,255,314,338,192,34412,,,,,,33,53860
"Dover city, New Hampshire",31316,3171,6079,3541,2590,2131,38693,,,,,,33,18820
"Greenville CDP, New Hampshire",983,66,81,197,49,72,32882,,,,,,33,31860
"Berlin city, New Hampshire",10382,840,1564,1509,918,1050,20807,,,,,,33,05140
"Keene city, New Hampshire",23165,5109,2787,2253,2208,1828,32426,,,,,,33,39300
"Wilton CDP, New Hampshire",886,49,221,123,99,23,39266,,,,,,33,85140
"Durham CDP, New Hampshire",11101,8326,382,436,317,226,17055,,,,,,33,19620
"Manchester city, New Hampshire",111657,11824,19996,13713,8104,6566,30351,,,,,,33,45140
"South Hooksett CDP, New Hampshire",5811,1402,440,569,507,294,36078,,,,,,33,71220
"Somersworth city, New Hampshire",11883,811,2034,1207,848,743,30723,,,,,,33,69940
"East Merrimack CDP, New Hampshire",4148,223,811,625,310,435,40109,,,,,,33,21780
"Derry CDP, New Hampshire",22381,2055,3214,2519,1592,1130,31174,,,,,,33,17860
"Alton CDP, New Hampshire",168,0,0,0,16,0,40617,,,,,,33,00980
"Amherst CDP, New Hampshire",709,12,31,66,70,51,98811,,,,,,33,01220
"Ashland CDP, New Hampshire",1353,191,178,114,187,109,23834,,,,,,33,01940
"Bartlett CDP, New Hampshire",104,9,1,34,1,40,89109,,,,,,33,03620
"Belmont CDP, New Hampshire",1814,235,374,184,112,98,30076,,,,,,33,04660
"Bennington CDP, New Hampshire",351,21,47,36,49,25,34985,,,,,,33,04820
"Bethlehem CDP, New Hampshire",923,87,59,70,113,39,27361,,,,,,33,05380
"Blodgett Landing CDP, New Hampshire",105,24,5,5,23,0,64722,,,,,,33,06020
"Bradford CDP, New Hampshire",340,20,46,40,37,13,25402,,,,,,33,06900
"Canaan CDP, New Hampshire",299,20,11,39,5,8,36183,,,,,,33,08900
"Center Ossipee CDP, New Hampshire",368,17,44,48,74,22,24279,,,,,,33,10820
"Center Sandwich CDP, New Hampshire",129,8,11,0,27,6,30633,,,,,,33,10900
"Colebrook CDP, New Hampshire",1064,106,123,79,135,120,25582,,,,,,33,13700
"Goffstown CDP, New Hampshire",3000,237,462,324,227,282,43275,,,,,,33,29780
"Hampton Beach CDP, New Hampshire",2603,215,176,210,435,198,49361,,,,,,33,33140
"Hancock CDP, New Hampshire",242,27,3,32,56,44,46600,,,,,,33,33620
"Lincoln CDP, New Hampshire",865,96,181,72,43,63,28363,,,,,,33,41780
"Loudon CDP, New Hampshire",769,0,33,155,254,78,39944,,,,,,33,43300
"Melvin Village CDP, New Hampshire",215,0,0,19,52,49,27281,,,,,,33,46980
"Milton CDP, New Hampshire",530,32,85,37,46,53,29545,,,,,,33,48580
"Milton Mills CDP, New Hampshire",301,63,0,29,18,38,33204,,,,,,33,48740
"Mountain Lakes CDP, New Hampshire",522,11,62,19,106,17,36602,,,,,,33,49600
"Newfields CDP, New Hampshire",327,7,17,89,23,2,46128,,,,,,33,51300
"New Hampton CDP, New Hampshire",324,58,11,56,21,6,24591,,,,,,33,51460
"New London CDP, New Hampshire",1400,956,48,29,75,96,20373,,,,,,33,52020
"North Walpole CDP, New Hampshire",680,13,125,83,26,85,36721,,,,,,33,56420
"North Woodstock CDP, New Hampshire",350,53,35,3,58,57,31276,,,,,,33,57220
"Plainfield CDP, New Hampshire",219,7,54,41,5,4,53296,,,,,,33,62260
"Sanbornville CDP, New Hampshire",581,0,15,50,107,194,30017,,,,,,33,67460
"Seabrook Beach CDP, New Hampshire",841,65,36,0,215,98,67618,,,,,,33,68340
"Suissevale CDP, New Hampshire",316,0,71,27,43,16,44967,,,,,,33,74780
"Tilton Northfield CDP, New Hampshire",3156,173,412,342,305,380,25985,,,,,,33,77100
"Troy CDP, New Hampshire",990,48,120,113,88,88,35818,,,,,,33,77300
"Union CDP, New Hampshire",216,61,16,17,0,0,25199,,,,,,33,77780
"Walpole CDP, New Hampshire",519,0,50,21,57,130,47796,,,,,,33,78340
"Londonderry CDP, New Hampshire",11465,983,1043,1414,959,598,39425,,,,,,33,43140
"Warner CDP, New Hampshire",517,103,60,17,54,60,26596,,,,,,33,78500
"West Stewartstown CDP, New Hampshire",329,43,26,14,60,91,18247,,,,,,33,83620
"North Haverhill CDP, New Hampshire",1043,29,134,121,114,146,29360,,,,,,33,54740
"Portsmouth city, New Hampshire",21778,1745,4318,2934,2187,1765,50351,,,,,,33,62900
"Concord city, New Hampshire",43040,3864,6822,5311,3584,3193,33902,,,,,,33,14200
"Contoocook CDP, New Hampshire",1702,171,153,102,191,246,37081,,,,,,33,14340
"Hudson CDP, New Hampshire",7591,780,692,982,843,578,34623,,,,,,33,37860
"Pinardville CDP, New Hampshire",5390,399,658,928,526,349,29517,,,,,,33,61220
"Groveton CDP, New Hampshire",1204,116,198,49,93,84,23623,,,,,,33,32260
"Lisbon CDP, New Hampshire",850,114,122,74,74,51,26761,,,,,,33,41940
"Claremont city, New Hampshire",13016,953,2116,1331,1230,969,26639,,,,,,33,12900
"Hampton CDP, New Hampshire",9235,672,820,1112,1141,755,48861,,,,,,33,32980
"Newmarket CDP, New Hampshire",5536,834,1249,792,451,117,36630,,,,,,33,52260
"Henniker CDP, New Hampshire",1798,860,231,69,159,20,27869,,,,,,33,35460
"Nashua city, New Hampshire",88606,7938,13401,10718,7522,5875,38435,,,,,,33,50260
"Charlestown CDP, New Hampshire",1029,44,244,45,116,101,23072,,,,,,33,11300
"Franklin city, New Hampshire",8586,740,963,892,984,671,28055,,,,,,33,27380
"Milford CDP, New Hampshire",9168,477,1099,1366,809,929,34550,,,,,,33,47940
"Peterborough CDP, New Hampshire",2846,130,223,246,412,576,61072,,,,,,33,60500
"Lancaster CDP, New Hampshire",1814,181,173,254,242,196,28534,,,,,,33,40340
"Whitefield CDP, New Hampshire",1010,52,103,121,135,162,23610,,,,,,33,84340
"Epping CDP, New Hampshire",1907,81,215,208,491,71,30926,,,,,,33,24580
"Raymond CDP, New Hampshire",2994,274,435,402,286,191,32534,,,,,,33,63940
"Lebanon city, New Hampshire",13619,988,2776,1446,1262,1317,40829,,,,,,33,41300
"Woodsville CDP, New Hampshire",903,12,236,136,70,29,20026,,,,,,33,87140
"Hooksett CDP, New Hampshire",5082,440,733,588,566,430,33642,,,,,,33,37220
"Oaklyn borough, New Jersey",3954,202,737,500,354,135,33456,,,,,,34,53880
"Mountain Lakes borough, New Jersey",4274,348,112,543,380,128,96777,,,,,,34,48480
"Brass Castle CDP, New Jersey",1657,257,141,120,149,82,38988,,,,,,34,07360
"Villas CDP, New Jersey",8783,495,1094,1304,856,785,28348,,,,,,34,76010
"Seaside Park borough, New Jersey",1654,62,178,183,344,258,64068,,,,,,34,66480
"Point Pleasant Beach borough, New Jersey",4545,335,503,342,607,389,57882,,,,,,34,59910
"Fort Dix CDP, New Jersey",7753,941,2150,1971,174,12,13158,,,,,,34,24300
"Medford Lakes borough, New Jersey",4031,357,261,416,429,271,46285,,,,,,34,45210
"Boonton town, New Jersey",8302,696,1230,1263,690,396,42318,,,,,,34,06610
"Stanhope borough, New Jersey",3377,152,314,461,269,181,37989,,,,,,34,70380
"Glen Ridge borough, New Jersey",7573,367,324,1174,311,445,87791,,,,,,34,26610
"Beverly city, New Jersey",2348,156,226,279,156,144,30946,,,,,,34,05740
"Burlington city, New Jersey",9814,825,1015,1262,905,705,30172,,,,,,34,08920
"Allenwood CDP, New Jersey",881,106,34,83,73,90,42358,,,,,,34,00790
"Clinton town, New Jersey",2676,264,296,287,208,132,48522,,,,,,34,13720
"Flemington borough, New Jersey",4624,410,793,766,351,233,30986,,,,,,34,23700
"Somerset CDP, New Jersey",24527,2212,3320,3334,1992,1883,41691,,,,,,34,68370
"Sayreville borough, New Jersey",44285,2861,6506,6712,3593,2566,36016,,,,,,34,65790
"Port Reading CDP, New Jersey",4139,336,377,489,340,376,31093,,,,,,34,60540
"Heathcote CDP, New Jersey",6189,246,664,987,851,205,58272,,,,,,34,30738
"Laurence Harbor CDP, New Jersey",6904,501,983,948,538,223,34337,,,,,,34,39360
"Collings Lakes CDP, New Jersey",1601,114,176,226,167,34,27061,,,,,,34,14230
"Clementon borough, New Jersey",4911,573,630,651,390,212,24307,,,,,,34,13420
"Elmwood Park borough, New Jersey",20112,1771,2654,2983,1885,1160,31390,,,,,,34,21300
"Hackensack city, New Jersey",44381,3646,8538,6795,3791,2510,34728,,,,,,34,28680
"Beckett CDP, New Jersey",4983,466,386,942,359,30,43651,,,,,,34,04400
"Wrightstown borough, New Jersey",659,78,52,107,32,28,25131,,,,,,34,82960
"Spring Lake borough, New Jersey",2945,211,239,74,587,411,65895,,,,,,34,70110
"Rossmoor CDP, New Jersey",2918,12,17,0,1274,927,34662,,,,,,34,64865
"Garwood borough, New Jersey",4334,373,608,662,355,252,46740,,,,,,34,25800
"Mays Landing CDP, New Jersey",2408,230,309,317,170,144,35894,,,,,,34,44820
"Interlaken borough, New Jersey",758,27,23,66,147,92,71741,,,,,,34,34200
"Williamstown CDP, New Jersey",14962,1014,1432,2148,1496,1269,33659,,,,,,34,81380
"Mount Ephraim borough, New Jersey",4607,432,843,496,356,289,30659,,,,,,34,48750
"Hopewell borough, New Jersey",1940,113,166,271,155,102,59211,,,,,,34,33150
"Roselle borough, New Jersey",21582,2401,2324,3134,2135,1154,27934,,,,,,34,64620
"Marlton CDP, New Jersey",9990,757,1528,1212,691,990,40650,,,,,,34,44100
"Sewaren CDP, New Jersey",2318,107,367,390,235,99,38910,,,,,,34,66720
"Kingston CDP, New Jersey",1254,54,318,93,109,34,52186,,,,,,34,36930
"Union Beach borough, New Jersey",5549,711,502,488,331,276,31920,,,,,,34,74540
"Franklin borough, New Jersey",4807,382,539,674,406,248,32973,,,,,,34,24930
"Madison Park CDP, New Jersey",6941,376,1047,1025,714,177,30972,,,,,,34,42540
"Holiday City South CDP, New Jersey",4329,151,290,262,1078,1510,32156,,,,,,34,32418
"Leisure Village East CDP, New Jersey",3747,29,75,56,898,1840,38339,,,,,,34,39910
"Pleasantville city, New Jersey",20374,2277,3031,2665,1397,1028,18887,,,,,,34,59640
"South Amboy city, New Jersey",8694,708,925,1310,856,507,34830,,,,,,34,68550
"Hammonton town, New Jersey",14284,1131,1479,1841,1229,1384,34096,,,,,,34,29430
"Northfield city, New Jersey",8344,600,645,1149,786,576,37138,,,,,,34,52950
"Milford borough, New Jersey",1295,128,110,137,194,110,42120,,,,,,34,46260
"White House Station CDP, New Jersey",2210,155,245,126,397,260,64124,,,,,,34,80720
"Deal borough, New Jersey",513,51,33,39,124,96,61778,,,,,,34,16660
"Kendall Park CDP, New Jersey",9346,603,828,1171,724,546,46997,,,,,,34,36660
"Old Bridge CDP, New Jersey",23607,1662,3363,2768,1800,1397,41486,,,,,,34,54690
"Perth Amboy city, New Jersey",51832,5579,7631,6912,3261,2402,21342,,,,,,34,58200
"Plainsboro Center CDP, New Jersey",2752,71,554,619,208,69,45612,,,,,,34,59285
"Buena borough, New Jersey",4422,272,680,590,413,366,29336,,,,,,34,08680
"Island Heights borough, New Jersey",1457,84,186,141,259,122,44989,,,,,,34,34530
"Dover Beaches South CDP, New Jersey",1281,28,114,104,310,180,56374,,,,,,34,18151
"Holiday Heights CDP, New Jersey",1878,19,17,16,426,1013,32921,,,,,,34,32424
"Mystic Island CDP, New Jersey",8717,568,862,767,1216,1229,31969,,,,,,34,49560
"Tuckerton borough, New Jersey",3380,295,397,328,286,336,33621,,,,,,34,74210
"Pompton Lakes borough, New Jersey",11049,948,1405,1780,797,658,40662,,,,,,34,60090
"Holiday City-Berkeley CDP, New Jersey",12360,218,239,390,3969,4663,30087,,,,,,34,32415
"Mantoloking borough, New Jersey",337,4,8,4,133,100,95066,,,,,,34,43380
"North Beach Haven CDP, New Jersey",2061,30,159,21,654,510,61967,,,,,,34,52410
"Pine Ridge at Crestwood CDP, New Jersey",2255,33,140,16,773,549,28758,,,,,,34,58852
"Brooklawn borough, New Jersey",2023,217,309,241,117,59,27487,,,,,,34,08170
"Chesilhurst borough, New Jersey",1499,126,109,167,220,186,25551,,,,,,34,12550
"Echelon CDP, New Jersey",11586,1098,2139,1487,863,913,35849,,,,,,34,19900
"Morganville CDP, New Jersey",5041,373,409,653,576,202,52013,,,,,,34,48030
"Egg Harbor City city, New Jersey",4153,346,740,410,396,162,22023,,,,,,34,20350
"Estell Manor city, New Jersey",1752,240,193,149,137,53,37256,,,,,,34,21870
"Folsom borough, New Jersey",1768,163,154,204,198,142,34362,,,,,,34,23940
"Longport borough, New Jersey",828,23,24,44,187,169,94725,,,,,,34,41370
"Port Republic city, New Jersey",1178,79,169,149,156,103,45547,,,,,,34,60600
"Ventnor City city, New Jersey",10232,1148,844,968,1211,1186,33520,,,,,,34,75620
"Frenchtown borough, New Jersey",1297,63,177,104,113,92,39856,,,,,,34,25350
"Bound Brook borough, New Jersey",10328,1058,1702,1581,503,479,32399,,,,,,34,06790
"Manville borough, New Jersey",10283,953,1538,1245,668,899,29570,,,,,,34,43620
"Belmar borough, New Jersey",5647,422,1082,466,642,360,48666,,,,,,34,04930
"Bradley Beach borough, New Jersey",4223,310,786,732,389,307,55081,,,,,,34,06970
